_id,timestamp,node_id,sample_num,temp_raw,hum_raw,temperature_c,humidity_pct
69fa19c61d49d86739008381,2026-05-05T19:24:38.858Z,1,40,7007,1215,30.47,40.19
69fa19da1d49d86739008382,2026-05-05T19:24:58.394Z,1,41,6988,1214,30.28,40.16
69fa19ed1d49d86739008383,2026-05-05T19:25:17.923Z,1,42,6996,1222,30.36,40.42
69fa1a011d49d86739008384,2026-05-05T19:25:37.452Z,1,43,6995,1222,30.35,40.42
69fa1a141d49d86739008385,2026-05-05T19:25:56.988Z,1,44,6988,1219,30.28,40.32
69fa1a281d49d86739008386,2026-05-05T19:26:16.511Z,1,45,6982,1228,30.22,40.61
69fa1a3c1d49d86739008387,2026-05-05T19:26:36.046Z,1,46,7000,1222,30.4,40.42
69fa1a4f1d49d86739008388,2026-05-05T19:26:55.578Z,1,47,7006,1220,30.46,40.35
69fa1a631d49d86739008389,2026-05-05T19:27:15.110Z,1,48,7006,1219,30.46,40.32
69fa1a761d49d8673900838a,2026-05-05T19:27:34.634Z,1,49,7002,1217,30.42,40.25
69fa1a8a1d49d8673900838b,2026-05-05T19:27:54.173Z,1,50,7003,1220,30.43,40.35
69fa1a9d1d49d8673900838c,2026-05-05T19:28:13.710Z,1,51,6998,1220,30.38,40.35
69fa1ac41d49d8673900838d,2026-05-05T19:28:52.767Z,1,53,7012,1220,30.52,40.35
69fa1ad81d49d8673900838e,2026-05-05T19:29:12.303Z,1,54,7012,1216,30.52,40.22
69fa1aff1d49d8673900838f,2026-05-05T19:29:51.353Z,1,56,7016,1212,30.56,40.09
69fa1b121d49d86739008390,2026-05-05T19:30:10.893Z,1,57,7019,1212,30.59,40.09
69fa1b261d49d86739008391,2026-05-05T19:30:30.424Z,1,58,7029,1210,30.69,40.02
69fa1b391d49d86739008392,2026-05-05T19:30:49.952Z,1,59,7024,1210,30.64,40.02
69fa1b4d1d49d86739008393,2026-05-05T19:31:09.487Z,1,60,7004,1214,30.44,40.16
69fa1b611d49d86739008394,2026-05-05T19:31:29.019Z,1,61,6999,1224,30.39,40.48
69fa1b741d49d86739008395,2026-05-05T19:31:48.540Z,1,62,7006,1221,30.46,40.39
69fa1b881d49d86739008396,2026-05-05T19:32:08.070Z,1,63,6997,1225,30.37,40.52
69fa1b9b1d49d86739008397,2026-05-05T19:32:27.609Z,1,64,7006,1222,30.46,40.42
69fa1baf1d49d86739008398,2026-05-05T19:32:47.157Z,1,65,6995,1226,30.35,40.55
69fa1bc21d49d86739008399,2026-05-05T19:33:06.671Z,1,66,6998,1222,30.38,40.42
69fa1be91d49d8673900839a,2026-05-05T19:33:45.733Z,1,68,6985,1229,30.25,40.65
69fa1bfd1d49d8673900839b,2026-05-05T19:34:05.265Z,1,69,6993,1230,30.33,40.68
69fa1c101d49d8673900839c,2026-05-05T19:34:24.802Z,1,70,7004,1228,30.44,40.61
69fa1c241d49d8673900839d,2026-05-05T19:34:44.331Z,1,71,6990,1225,30.3,40.52
69fa1c371d49d8673900839e,2026-05-05T19:35:03.862Z,1,72,7009,1226,30.49,40.55
69fa1c5e1d49d8673900839f,2026-05-05T19:35:42.915Z,1,74,7014,1222,30.54,40.42
69fa1c721d49d867390083a0,2026-05-05T19:36:02.460Z,1,75,7020,1220,30.6,40.35
69fa1c851d49d867390083a1,2026-05-05T19:36:21.986Z,1,76,7023,1217,30.63,40.25
69fa1cad1d49d867390083a2,2026-05-05T19:37:01.047Z,1,78,7022,1218,30.62,40.29
69fa1cc01d49d867390083a3,2026-05-05T19:37:20.583Z,1,79,7012,1220,30.52,40.35
69fa1cd41d49d867390083a4,2026-05-05T19:37:40.117Z,1,80,7005,1222,30.45,40.42
69fa1d0e1d49d867390083a5,2026-05-05T19:38:38.712Z,1,83,7005,1222,30.45,40.42
69fa1d221d49d867390083a6,2026-05-05T19:38:58.244Z,1,84,7002,1225,30.42,40.52
69fa1d351d49d867390083a7,2026-05-05T19:39:17.767Z,1,85,6997,1228,30.37,40.61
69fa1d491d49d867390083a8,2026-05-05T19:39:37.297Z,1,86,6994,1232,30.34,40.75
69fa1d5c1d49d867390083a9,2026-05-05T19:39:56.837Z,1,87,6997,1230,30.37,40.68
69fa1d701d49d867390083aa,2026-05-05T19:40:16.359Z,1,88,7010,1228,30.5,40.61
69fa1d831d49d867390083ab,2026-05-05T19:40:35.891Z,1,89,7000,1230,30.4,40.68
69fa1d971d49d867390083ac,2026-05-05T19:40:55.424Z,1,90,6989,1230,30.29,40.68
69fa1daa1d49d867390083ad,2026-05-05T19:41:14.963Z,1,91,6986,1238,30.26,40.94
69fa1dbe1d49d867390083ae,2026-05-05T19:41:34.485Z,1,92,6980,1239,30.2,40.98
69fa1dd21d49d867390083af,2026-05-05T19:41:54.020Z,1,93,6996,1233,30.36,40.78
69fa1de51d49d867390083b0,2026-05-05T19:42:13.554Z,1,94,7003,1227,30.43,40.58
69fa1df91d49d867390083b1,2026-05-05T19:42:33.083Z,1,95,6997,1232,30.37,40.75
69fa1e0c1d49d867390083b2,2026-05-05T19:42:52.608Z,1,96,6994,1233,30.34,40.78
69fa1e201d49d867390083b3,2026-05-05T19:43:12.135Z,1,97,6982,1234,30.22,40.81
69fa1e331d49d867390083b4,2026-05-05T19:43:31.677Z,1,98,6974,1240,30.14,41.01
69fa1e471d49d867390083b5,2026-05-05T19:43:51.221Z,1,99,6964,1251,30.04,41.37
69fa1e5a1d49d867390083b6,2026-05-05T19:44:10.733Z,1,100,6974,1249,30.14,41.3
69fa1e6e1d49d867390083b7,2026-05-05T19:44:30.264Z,1,101,6985,1240,30.25,41.01
69fa1e811d49d867390083b8,2026-05-05T19:44:49.804Z,1,102,6982,1242,30.22,41.07
69fa1e951d49d867390083b9,2026-05-05T19:45:09.341Z,1,103,6992,1236,30.32,40.88
69fa1ea81d49d867390083ba,2026-05-05T19:45:28.864Z,1,104,6989,1240,30.29,41.01
69fa1ebc1d49d867390083bb,2026-05-05T19:45:48.393Z,1,105,6986,1240,30.26,41.01
69fa1ecf1d49d867390083bc,2026-05-05T19:46:07.929Z,1,106,6967,1243,30.07,41.11
69fa1ee31d49d867390083bd,2026-05-05T19:46:27.457Z,1,107,6953,1252,29.93,41.4
69fa1ef61d49d867390083be,2026-05-05T19:46:46.993Z,1,108,6963,1251,30.03,41.37
69fa1f0a1d49d867390083bf,2026-05-05T19:47:06.527Z,1,109,6946,1260,29.86,41.66
69fa1f1e1d49d867390083c0,2026-05-05T19:47:26.051Z,1,110,6942,1260,29.82,41.66
69fa1f311d49d867390083c1,2026-05-05T19:47:45.581Z,1,111,6944,1263,29.84,41.76
69fa1f451d49d867390083c2,2026-05-05T19:48:05.117Z,1,112,6950,1262,29.9,41.73
69fa1f581d49d867390083c3,2026-05-05T19:48:24.649Z,1,113,6960,1259,30,41.63
69fa1f6c1d49d867390083c4,2026-05-05T19:48:44.175Z,1,114,6976,1252,30.16,41.4
69fa1f7f1d49d867390083c5,2026-05-05T19:49:03.715Z,1,115,6957,1256,29.97,41.53
69fa1fa61d49d867390083c6,2026-05-05T19:49:42.779Z,1,117,6959,1254,29.99,41.47
69fa1fba1d49d867390083c7,2026-05-05T19:50:02.301Z,1,118,6981,1252,30.21,41.4
69fa1fcd1d49d867390083c8,2026-05-05T19:50:21.842Z,1,119,6966,1244,30.06,41.14
69fa1fe11d49d867390083c9,2026-05-05T19:50:41.363Z,1,120,6974,1251,30.14,41.37
69fa1ff41d49d867390083ca,2026-05-05T19:51:00.897Z,1,121,6964,1258,30.04,41.6
69fa201b1d49d867390083cb,2026-05-05T19:51:39.957Z,1,123,6971,1258,30.11,41.6
69fa202f1d49d867390083cc,2026-05-05T19:51:59.482Z,1,124,6973,1254,30.13,41.47
69fa20431d49d867390083cd,2026-05-05T19:52:19.028Z,1,125,6979,1248,30.19,41.27
69fa206a1d49d867390083ce,2026-05-05T19:52:58.091Z,1,127,6948,1260,29.88,41.66
69fa207d1d49d867390083cf,2026-05-05T19:53:17.613Z,1,128,6957,1264,29.97,41.79
69fa20911d49d867390083d0,2026-05-05T19:53:37.142Z,1,129,6947,1262,29.87,41.73
69fa20b81d49d867390083d1,2026-05-05T19:54:16.208Z,1,131,6938,1270,29.78,41.99
69fa20cb1d49d867390083d2,2026-05-05T19:54:35.745Z,1,132,6943,1268,29.83,41.92
69fa20df1d49d867390083d3,2026-05-05T19:54:55.273Z,1,133,6944,1269,29.84,41.96
69fa21061d49d867390083d4,2026-05-05T19:55:34.336Z,1,135,6927,1277,29.67,42.22
69fa21191d49d867390083d5,2026-05-05T19:55:53.873Z,1,136,6935,1276,29.75,42.18
69fa212d1d49d867390083d6,2026-05-05T19:56:13.403Z,1,137,6929,1275,29.69,42.15
69fa21401d49d867390083d7,2026-05-05T19:56:32.927Z,1,138,6926,1280,29.66,42.32
69fa21541d49d867390083d8,2026-05-05T19:56:52.457Z,1,139,6926,1280,29.66,42.32
69fa21671d49d867390083d9,2026-05-05T19:57:11.997Z,1,140,6940,1278,29.8,42.25
69fa217b1d49d867390083da,2026-05-05T19:57:31.524Z,1,141,6941,1271,29.81,42.02
69fa21a21d49d867390083db,2026-05-05T19:58:10.577Z,1,143,6939,1276,29.79,42.18
69fa21b61d49d867390083dc,2026-05-05T19:58:30.121Z,1,144,6942,1275,29.82,42.15
69fa21c91d49d867390083dd,2026-05-05T19:58:49.649Z,1,145,6954,1268,29.94,41.92
69fa21dd1d49d867390083de,2026-05-05T19:59:09.185Z,1,146,6945,1269,29.85,41.96
69fa21f01d49d867390083df,2026-05-05T19:59:28.704Z,1,147,6938,1274,29.78,42.12
69fa22041d49d867390083e0,2026-05-05T19:59:48.242Z,1,148,6941,1274,29.81,42.12
69fa222b1d49d867390083e1,2026-05-05T20:00:27.309Z,1,150,6932,1279,29.72,42.28
69fa223e1d49d867390083e2,2026-05-05T20:00:46.836Z,1,151,6937,1281,29.77,42.35
69fa22521d49d867390083e3,2026-05-05T20:01:06.365Z,1,152,6946,1276,29.86,42.18
69fa22651d49d867390083e4,2026-05-05T20:01:25.899Z,1,153,6950,1272,29.9,42.05
69fa22791d49d867390083e5,2026-05-05T20:01:45.424Z,1,154,6935,1277,29.75,42.22
69fa228c1d49d867390083e6,2026-05-05T20:02:04.962Z,1,155,6934,1280,29.74,42.32
69fa22a01d49d867390083e7,2026-05-05T20:02:24.501Z,1,156,6938,1280,29.78,42.32
69fa22b41d49d867390083e8,2026-05-05T20:02:44.018Z,1,157,6929,1282,29.69,42.38
69fa22c71d49d867390083e9,2026-05-05T20:03:03.547Z,1,158,6929,1282,29.69,42.38
69fa22db1d49d867390083ea,2026-05-05T20:03:23.086Z,1,159,6930,1284,29.7,42.45
69fa22ee1d49d867390083eb,2026-05-05T20:03:42.624Z,1,160,6930,1282,29.7,42.38
69fa23021d49d867390083ec,2026-05-05T20:04:02.148Z,1,161,6930,1282,29.7,42.38
69fa23151d49d867390083ed,2026-05-05T20:04:21.684Z,1,162,6932,1280,29.72,42.32
69fa23291d49d867390083ee,2026-05-05T20:04:41.214Z,1,163,6936,1280,29.76,42.32
69fa233c1d49d867390083ef,2026-05-05T20:05:00.744Z,1,164,6934,1277,29.74,42.22
69fa23501d49d867390083f0,2026-05-05T20:05:20.272Z,1,165,6939,1277,29.79,42.22
69fa23631d49d867390083f1,2026-05-05T20:05:39.806Z,1,166,6941,1276,29.81,42.18
69fa23771d49d867390083f2,2026-05-05T20:05:59.361Z,1,167,6935,1279,29.75,42.28
69fa239e1d49d867390083f3,2026-05-05T20:06:38.396Z,1,169,6944,1278,29.84,42.25
69fa23c51d49d867390083f4,2026-05-05T20:07:17.454Z,1,171,6942,1279,29.82,42.28
69fa23ec1d49d867390083f5,2026-05-05T20:07:56.528Z,1,173,6942,1277,29.82,42.22
69fa24001d49d867390083f6,2026-05-05T20:08:16.058Z,1,174,6938,1277,29.78,42.22
69fa24131d49d867390083f7,2026-05-05T20:08:35.588Z,1,175,6939,1279,29.79,42.28
69fa24271d49d867390083f8,2026-05-05T20:08:55.115Z,1,176,6941,1276,29.81,42.18
69fa243a1d49d867390083f9,2026-05-05T20:09:14.651Z,1,177,6937,1278,29.77,42.25
69fa244e1d49d867390083fa,2026-05-05T20:09:34.184Z,1,178,6936,1279,29.76,42.28
69fa24751d49d867390083fb,2026-05-05T20:10:13.244Z,1,180,6942,1276,29.82,42.18
69fa24881d49d867390083fc,2026-05-05T20:10:32.772Z,1,181,6940,1277,29.8,42.22
69fa249c1d49d867390083fd,2026-05-05T20:10:52.312Z,1,182,6930,1282,29.7,42.38
69fa24af1d49d867390083fe,2026-05-05T20:11:11.832Z,1,183,6931,1282,29.71,42.38
69fa24c31d49d867390083ff,2026-05-05T20:11:31.371Z,1,184,6934,1282,29.74,42.38
69fa24d61d49d86739008400,2026-05-05T20:11:50.904Z,1,185,6934,1282,29.74,42.38
69fa24ea1d49d86739008401,2026-05-05T20:12:10.434Z,1,186,6931,1282,29.71,42.38
69fa24fd1d49d86739008402,2026-05-05T20:12:29.961Z,1,187,6934,1281,29.74,42.35
69fa25111d49d86739008403,2026-05-05T20:12:49.490Z,1,188,6940,1279,29.8,42.28
69fa25251d49d86739008404,2026-05-05T20:13:09.038Z,1,189,6938,1278,29.78,42.25
69fa25381d49d86739008405,2026-05-05T20:13:28.554Z,1,190,6935,1280,29.75,42.32
69fa254c1d49d86739008406,2026-05-05T20:13:48.085Z,1,191,6932,1280,29.72,42.32
69fa255f1d49d86739008407,2026-05-05T20:14:07.623Z,1,192,6936,1280,29.76,42.32
69fa25731d49d86739008408,2026-05-05T20:14:27.154Z,1,193,6929,1282,29.69,42.38
69fa25861d49d86739008409,2026-05-05T20:14:46.679Z,1,194,6929,1282,29.69,42.38
69fa259a1d49d8673900840a,2026-05-05T20:15:06.217Z,1,195,6929,1284,29.69,42.45
69fa25ad1d49d8673900840b,2026-05-05T20:15:25.747Z,1,196,6931,1283,29.71,42.41
69fa25c11d49d8673900840c,2026-05-05T20:15:45.278Z,1,197,6936,1280,29.76,42.32
69fa25d41d49d8673900840d,2026-05-05T20:16:04.813Z,1,198,6938,1279,29.78,42.28
69fa25e81d49d8673900840e,2026-05-05T20:16:24.340Z,1,199,6934,1280,29.74,42.32
69fa25fb1d49d8673900840f,2026-05-05T20:16:43.881Z,1,200,6940,1280,29.8,42.32
69fa260f1d49d86739008410,2026-05-05T20:17:03.410Z,1,201,6936,1279,29.76,42.28
69fa26221d49d86739008411,2026-05-05T20:17:22.931Z,1,202,6933,1281,29.73,42.35
69fa26361d49d86739008412,2026-05-05T20:17:42.476Z,1,203,6935,1280,29.75,42.32
69fa26491d49d86739008413,2026-05-05T20:18:01.999Z,1,204,6936,1281,29.76,42.35
69fa265d1d49d86739008414,2026-05-05T20:18:21.548Z,1,205,6934,1282,29.74,42.38
69fa26711d49d86739008415,2026-05-05T20:18:41.057Z,1,206,6932,1284,29.72,42.45
69fa26981d49d86739008416,2026-05-05T20:19:20.120Z,1,208,6936,1283,29.76,42.41
69fa26ab1d49d86739008417,2026-05-05T20:19:39.653Z,1,209,6928,1285,29.68,42.48
69fa26bf1d49d86739008418,2026-05-05T20:19:59.186Z,1,210,6937,1282,29.77,42.38
69fa26e61d49d86739008419,2026-05-05T20:20:38.246Z,1,212,6953,1279,29.93,42.28
69fa26f91d49d8673900841a,2026-05-05T20:20:57.779Z,1,213,6948,1276,29.88,42.18
69fa270d1d49d8673900841b,2026-05-05T20:21:17.377Z,1,214,6957,1274,29.97,42.12
69fa27201d49d8673900841c,2026-05-05T20:21:36.845Z,1,215,6948,1274,29.88,42.12
69fa27341d49d8673900841d,2026-05-05T20:21:56.374Z,1,216,6943,1277,29.83,42.22
69fa275b1d49d8673900841e,2026-05-05T20:22:35.437Z,1,218,6945,1278,29.85,42.25
69fa276e1d49d8673900841f,2026-05-05T20:22:54.967Z,1,219,6942,1281,29.82,42.35
69fa27821d49d86739008420,2026-05-05T20:23:14.501Z,1,220,6943,1280,29.83,42.32
69fa27961d49d86739008421,2026-05-05T20:23:34.030Z,1,221,6949,1279,29.89,42.28
69fa27a91d49d86739008422,2026-05-05T20:23:53.587Z,1,222,6956,1278,29.96,42.25
69fa27bd1d49d86739008423,2026-05-05T20:24:13.096Z,1,223,6952,1276,29.92,42.18
69fa27d01d49d86739008424,2026-05-05T20:24:32.617Z,1,224,6948,1276,29.88,42.18
69fa27e41d49d86739008425,2026-05-05T20:24:52.153Z,1,225,6949,1276,29.89,42.18
69fa27f71d49d86739008426,2026-05-05T20:25:11.682Z,1,226,6949,1274,29.89,42.12
69fa280b1d49d86739008427,2026-05-05T20:25:31.213Z,1,227,6949,1277,29.89,42.22
69fa281e1d49d86739008428,2026-05-05T20:25:50.755Z,1,228,6942,1277,29.82,42.22
69fa28321d49d86739008429,2026-05-05T20:26:10.284Z,1,229,6938,1280,29.78,42.32
69fa28451d49d8673900842a,2026-05-05T20:26:29.814Z,1,230,6937,1283,29.77,42.41
69fa286c1d49d8673900842b,2026-05-05T20:27:08.880Z,1,232,6938,1282,29.78,42.38
69fa28801d49d8673900842c,2026-05-05T20:27:28.414Z,1,233,6936,1284,29.76,42.45
69fa28931d49d8673900842d,2026-05-05T20:27:47.942Z,1,234,6934,1286,29.74,42.51
69fa28ce1d49d8673900842e,2026-05-05T20:28:46.535Z,1,237,6945,1286,29.85,42.51
69fa28e21d49d8673900842f,2026-05-05T20:29:06.065Z,1,238,6949,1278,29.89,42.25
69fa28f51d49d86739008430,2026-05-05T20:29:25.591Z,1,239,6948,1280,29.88,42.32
69fa29091d49d86739008431,2026-05-05T20:29:45.121Z,1,240,6946,1282,29.86,42.38
69fa291c1d49d86739008432,2026-05-05T20:30:04.657Z,1,241,6948,1284,29.88,42.45
69fa29301d49d86739008433,2026-05-05T20:30:24.191Z,1,242,6948,1283,29.88,42.41
69fa29571d49d86739008434,2026-05-05T20:31:03.255Z,1,244,6946,1280,29.86,42.32
69fa296a1d49d86739008435,2026-05-05T20:31:22.783Z,1,245,6953,1279,29.93,42.28
69fa29a51d49d86739008436,2026-05-05T20:32:21.370Z,1,248,6956,1280,29.96,42.32
69fa29b81d49d86739008437,2026-05-05T20:32:40.909Z,1,249,6960,1277,30,42.22
69fa29cc1d49d86739008438,2026-05-05T20:33:00.435Z,1,250,6958,1278,29.98,42.25
69fa29df1d49d86739008439,2026-05-05T20:33:19.965Z,1,251,6965,1274,30.05,42.12
69fa29f31d49d8673900843a,2026-05-05T20:33:39.500Z,1,252,6956,1274,29.96,42.12
69fa2a071d49d8673900843b,2026-05-05T20:33:59.033Z,1,253,6962,1274,30.02,42.12
69fa2a1a1d49d8673900843c,2026-05-05T20:34:18.561Z,1,254,6958,1276,29.98,42.18
69fa2a2e1d49d8673900843d,2026-05-05T20:34:38.092Z,1,255,6963,1272,30.03,42.05
69fa2a411d49d8673900843e,2026-05-05T20:34:57.626Z,1,256,6971,1271,30.11,42.02
69fa2a681d49d8673900843f,2026-05-05T20:35:36.690Z,1,258,6961,1268,30.01,41.92
69fa2a7c1d49d86739008440,2026-05-05T20:35:56.220Z,1,259,6959,1269,29.99,41.96
69fa2a8f1d49d86739008441,2026-05-05T20:36:15.745Z,1,260,6959,1272,29.99,42.05
69fa2ab61d49d86739008442,2026-05-05T20:36:54.820Z,1,262,6954,1274,29.94,42.12
69fa2aca1d49d86739008443,2026-05-05T20:37:14.351Z,1,263,6952,1273,29.92,42.09
69fa2add1d49d86739008444,2026-05-05T20:37:33.873Z,1,264,6951,1274,29.91,42.12
69fa2af11d49d86739008445,2026-05-05T20:37:53.420Z,1,265,6959,1273,29.99,42.09
69fa2b041d49d86739008446,2026-05-05T20:38:12.936Z,1,266,6960,1271,30,42.02
69fa2b181d49d86739008447,2026-05-05T20:38:32.496Z,1,267,6960,1269,30,41.96
69fa2b2c1d49d86739008448,2026-05-05T20:38:52.000Z,1,268,6963,1268,30.03,41.92
69fa2b3f1d49d86739008449,2026-05-05T20:39:11.531Z,1,269,6971,1270,30.11,41.99
69fa2b531d49d8673900844a,2026-05-05T20:39:31.062Z,1,270,6965,1268,30.05,41.92
69fa2b661d49d8673900844b,2026-05-05T20:39:50.601Z,1,271,6959,1270,29.99,41.99
69fa2b7a1d49d8673900844c,2026-05-05T20:40:10.127Z,1,272,6955,1272,29.95,42.05
69fa2b8d1d49d8673900844d,2026-05-05T20:40:29.658Z,1,273,6964,1269,30.04,41.96
69fa2bb41d49d8673900844e,2026-05-05T20:41:08.729Z,1,275,6943,1280,29.83,42.32
69fa2bc81d49d8673900844f,2026-05-05T20:41:28.249Z,1,276,6967,1278,30.07,42.25
69fa2bdb1d49d86739008450,2026-05-05T20:41:47.775Z,1,277,6975,1270,30.15,41.99
69fa2bef1d49d86739008451,2026-05-05T20:42:07.312Z,1,278,6952,1271,29.92,42.02
69fa2c021d49d86739008452,2026-05-05T20:42:26.839Z,1,279,6939,1286,29.79,42.51
69fa2c161d49d86739008453,2026-05-05T20:42:46.373Z,1,280,6943,1282,29.83,42.38
69fa2c291d49d86739008454,2026-05-05T20:43:05.912Z,1,281,6941,1283,29.81,42.41
69fa2c3d1d49d86739008455,2026-05-05T20:43:25.434Z,1,282,6950,1276,29.9,42.18
69fa2c641d49d86739008456,2026-05-05T20:44:04.501Z,1,284,6963,1276,30.03,42.18
69fa2c9f1d49d86739008457,2026-05-05T20:45:03.095Z,1,287,6944,1276,29.84,42.18
69fa2cb21d49d86739008458,2026-05-05T20:45:22.633Z,1,288,6950,1275,29.9,42.15
69fa2cc61d49d86739008459,2026-05-05T20:45:42.158Z,1,289,6967,1273,30.07,42.09
69fa2cd91d49d8673900845a,2026-05-05T20:46:01.693Z,1,290,6962,1278,30.02,42.25
69fa2ced1d49d8673900845b,2026-05-05T20:46:21.221Z,1,291,6965,1268,30.05,41.92
69fa2d001d49d8673900845c,2026-05-05T20:46:40.746Z,1,292,6952,1264,29.92,41.79
69fa2d141d49d8673900845d,2026-05-05T20:47:00.278Z,1,293,6949,1270,29.89,41.99
69fa2d271d49d8673900845e,2026-05-05T20:47:19.821Z,1,294,6951,1283,29.91,42.41
69fa2d3b1d49d8673900845f,2026-05-05T20:47:39.347Z,1,295,6970,1270,30.1,41.99
69fa2d4e1d49d86739008460,2026-05-05T20:47:58.874Z,1,296,6938,1279,29.78,42.28
69fa2d621d49d86739008461,2026-05-05T20:48:18.402Z,1,297,6945,1280,29.85,42.32
69fa2d751d49d86739008462,2026-05-05T20:48:37.934Z,1,298,6950,1270,29.9,41.99
69fa2d891d49d86739008463,2026-05-05T20:48:57.474Z,1,299,6939,1272,29.79,42.05
69fa2d9d1d49d86739008464,2026-05-05T20:49:17.010Z,1,300,6948,1269,29.88,41.96
69fa2db01d49d86739008465,2026-05-05T20:49:36.541Z,1,301,6950,1270,29.9,41.99
69fa2deb1d49d86739008466,2026-05-05T20:50:35.124Z,1,304,6945,1268,29.85,41.92
69fa2dfe1d49d86739008467,2026-05-05T20:50:54.658Z,1,305,6944,1270,29.84,41.99
69fa2e121d49d86739008468,2026-05-05T20:51:14.192Z,1,306,6942,1270,29.82,41.99
69fa2e251d49d86739008469,2026-05-05T20:51:33.725Z,1,307,6935,1276,29.75,42.18
69fa2e391d49d8673900846a,2026-05-05T20:51:53.248Z,1,308,6947,1274,29.87,42.12
69fa2e4c1d49d8673900846b,2026-05-05T20:52:12.786Z,1,309,6945,1269,29.85,41.96
